,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
337,ELECR23-1716,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/05/2023,01/16/2024,09/12/2023,Permit,3225 Monument Ann Arbor MI 48108,09-12-11-401-015,6 kW PV Solar Panel Installation on Roof
338,ELECR23-1731,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/06/2023,06/03/2024,12/06/2023,Permit,1434 Woodland Dr Ann Arbor MI 48103,09-09-31-401-015,5.6 kW PV Solar Panel Installation on Roof
339,ELECR23-1735,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/07/2023,02/12/2024,09/08/2023,Permit,1019 Lincoln Ave Ann Arbor MI 48104,09-09-33-103-007,Installing 14 roof mounted solar panels.
340,ELECR23-1742,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,06/07/2023,01/13/2025,01/13/2025,Permit,1255 Morehead Ct Ann Arbor MI 48103,09-12-06-113-008,"8 kw Roof Mounted Solar Array
20 (400) Watt Solar panels
7.6kW SolarEdge Inverter
20 DC Optimizers"
341,ELECR23-1770,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/08/2023,01/16/2024,07/20/2023,Permit,3226 Edgewood Dr Ann Arbor MI 48104,09-12-02-308-007,4.4 kW PV Solar Panel Installation on Roof
342,ELECR23-1821,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,06/12/2023,02/26/2024,08/31/2023,Permit,2110 Shadford Rd Ann Arbor MI 48104,09-09-34-315-003,8.74 Roof Mounted Solar Array with 23 Panels and Battery Backup
343,ELECR23-1842,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/13/2023,01/16/2024,07/18/2023,Permit,2504 Banyan Ct Ann Arbor MI 48103,09-08-36-400-064,5.6 kW PV Solar Panel Installation on Roof
344,ELECR23-1845,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/13/2023,01/16/2024,07/27/2023,Permit,2716 Manchester Rd Ann Arbor MI 48104,09-12-03-308-015,4.92 kW Roof Mount Solar with battery
345,ELECR23-1846,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/13/2023,01/22/2024,07/26/2023,Permit,2003 Marra Dr Ann Arbor MI 48103,09-12-05-203-094,8.61 kW Roof Mount System
346,ELECR23-1865,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/14/2023,01/17/2024,07/27/2023,Permit,2585 Hollywood Dr Ann Arbor MI 48103,09-08-24-421-023,11.89 kW Roof Mount Array
347,ELECR23-1873,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/15/2023,03/19/2024,09/22/2023,Permit,2930 Heather Way Ann Arbor MI 48104,09-09-34-103-011,Kuzava 3.6kW Solar System
348,ELECR23-1879,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/15/2023,01/16/2024,07/27/2023,Permit,1206 Harbrooke Ave Ann Arbor MI 48103,09-09-30-133-002,3.28 kW Roof Mount Array
349,ELECR23-1889,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/16/2023,04/02/2024,10/06/2023,Permit,623 Turner Park Ct Ann Arbor MI 48103,09-09-29-328-023,14.76 kW Roof Mount Array
350,ELECR23-1895,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/16/2023,01/29/2024,08/02/2023,Permit,1033 Spring St Ann Arbor MI 48103,09-09-20-301-019,5.74 kW Roof Mount Array
351,ELECR23-1935,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/19/2023,01/29/2024,08/01/2023,Permit,2465 Traver Blvd Ann Arbor MI 48105,09-09-15-204-018,9.02 kW Roof Mount Array
352,ELECR23-1942,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,06/20/2023,02/26/2024,08/30/2023,Permit,1305 Miller Ave Ann Arbor MI 48103,09-09-19-413-010,7.22 kW Roof Mounted 19 Panel Solar Array
353,ELECR23-1945,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/28/2023,06/20/2023,04/15/2024,10/18/2023,Permit,1157 Wendy Rd Ann Arbor MI 48103,09-09-19-410-046,6.935 kW Roof Mounted 19 Panel Solar Array
354,ELECR23-1963,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/21/2023,01/29/2024,08/02/2023,Permit,2464 Bunker Hill Rd Ann Arbor MI 48105,09-09-14-204-004,3.2 kW PV Solar Panel Installation on Roof
355,ELECR23-1965,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2023,06/21/2023,03/12/2024,09/15/2023,Permit,1029 Spring St Ann Arbor MI 48103,09-09-20-301-018,5.33 kW Roof Mount Array
356,ELECR23-2045,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,06/28/2023,01/22/2024,07/26/2023,Permit,2279 Mershon Dr Ann Arbor MI 48103,09-12-06-109-013,5.84 kW Roof Mounted 16 Panel Solar Array with Battery Backup
357,ELECR23-2055,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,06/28/2023,03/12/2024,09/15/2023,Permit,814 W Liberty St Ann Arbor MI 48103,09-09-29-306-008,4.1 kW Roof Mount Array
358,ELECR23-2125,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,07/05/2023,03/06/2024,09/09/2023,Permit,608 Ironwood Dr Ann Arbor MI 48103,09-08-24-301-007,"Installation of a roof mounted solar array, 4.8 kW"
359,ELECR23-2146,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,07/07/2023,02/27/2024,09/01/2023,Permit,2515 Georgetown Blvd Ann Arbor MI 48105,09-09-14-205-021,Installing roof mounted solar panels.
360,ELECR23-2148,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,07/07/2023,01/17/2024,07/28/2023,Permit,623 Third St Ann Arbor MI 48103,09-09-29-329-003,3.69 kW Roof Mount Array
361,ELECR23-2165,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/25/2023,07/10/2023,03/04/2024,09/06/2023,Permit,2475 Traver Blvd Ann Arbor MI 48105,09-09-15-204-017,7.38 kW Roof Mount Array
362,ELECR23-2208,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/25/2023,07/12/2023,02/12/2024,08/16/2023,Permit,1407 Wakefield Ave Ann Arbor MI 48103,09-09-30-418-010,NO SOLAR PANELS ARE BEING INSTALLED. Installation of (2) Tesla Powerwall batteries in the detached garage on the property with 15' of trenching to the home and a surge arrester.
363,ELECR23-2215,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/30/2023,07/12/2023,03/12/2024,10/11/2023,Permit,225 Murray Ave Ann Arbor MI 48103,09-09-29-210-016,Installing roof mounted solar panels.
364,ELECR23-2222,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,07/12/2023,05/14/2024,11/17/2023,Permit,3895 Waldenwood Dr Ann Arbor MI 48105,09-09-26-102-022,8.88 kW Roof Mounted Solar Array with Battery Backup
365,ELECR23-2229,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/25/2023,07/13/2023,03/11/2024,09/14/2023,Permit,2766 Maplewood Ave Ann Arbor MI 48104,09-12-02-313-011,Installing roof mounted solar panels.
366,ELECR23-2230,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/25/2023,07/13/2023,03/11/2024,09/14/2023,Permit,2126 Fair St Ann Arbor MI 48103,09-09-30-320-005,Installing roof mounted solar panels.
367,ELECR23-2265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,07/17/2023,03/13/2024,09/06/2023,Permit,2425 Traver Blvd Ann Arbor MI 48105,09-09-15-204-027,9.43 kW Roof Mount Array
368,ELECR23-2266,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/30/2023,07/17/2023,02/19/2024,08/24/2023,Permit,1161 Wendy Rd Ann Arbor MI 48103,09-09-19-410-047,6.84 kW Roof Mounted 18 Panel Solar Array with Battery Backup
369,ELECR23-2286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,07/18/2023,04/01/2024,10/03/2023,Permit,3027 Lexington Dr Ann Arbor MI 48105,09-09-14-208-062,Installing 10 roof mounted solar panels.
370,ELECR23-2365,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/30/2023,07/24/2023,04/17/2024,10/21/2023,Permit,426 Eberwhite Blvd Ann Arbor MI 48103,09-09-30-416-007,7.38 kW Roof Mount Array
371,ELECR23-2439,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,08/01/2023,03/11/2024,09/13/2023,Permit,2106 Vinewood Blvd Ann Arbor MI 48104,09-09-34-206-024,6.46 kW Roof Mounted 17 Panel Solar Array
372,ELECR23-2477,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/12/2023,08/03/2023,04/22/2024,10/25/2023,Permit,3294 Bluett Dr Ann Arbor MI 48105,09-09-14-201-011,15.6 kW Roof Mount System
373,ELECR23-2522,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/20/2023,08/09/2023,05/31/2024,12/04/2023,Permit,506 Eighth St Ann Arbor MI 48103,09-09-29-309-017,Add to existing solar - 12 panels at 400 Watt
374,ELECR23-2564,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/28/2023,08/11/2023,04/29/2024,11/01/2023,Permit,2260 Chaucer Ct Ann Arbor MI 48103,09-12-05-203-026,Installing 22 roof mounted solar panels.
375,ELECR23-2576,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/05/2023,08/14/2023,10/15/2024,07/04/2024,Permit,544 Fifth St Ann Arbor MI 48103,09-09-29-321-004,Roof Mount Solar Panels with Battery Backup
376,ELECR23-2581,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/28/2023,08/14/2023,04/10/2024,10/14/2023,Permit,1192 Westport Rd Ann Arbor MI 48103,09-09-19-403-007,"Installation of (10) 385W solar panels 
3.85 KW"
377,ELECR23-2591,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/13/2023,08/15/2023,06/10/2024,12/12/2023,Permit,6 Rockland Ct Ann Arbor MI 48108,09-12-10-303-092,Grid tied roof mount solar array
378,ELECR23-2616,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/28/2023,08/17/2023,04/01/2024,10/03/2023,Permit,3045 Springbrook Ave Ann Arbor MI 48108,09-12-10-111-017,3.2 kW PV Solar Panel Installation on Roof
379,ELECR23-2638,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/28/2023,08/21/2023,04/10/2024,10/14/2023,Permit,2787 Manchester Rd Ann Arbor MI 48104,09-12-03-307-023,Installation of (19) 380W solar panels and (19) Enphase IQ8M microinverters
380,ELECR23-2738,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,08/29/2023,07/08/2024,01/10/2024,Permit,2514 Banyan Ct Ann Arbor MI 48103,09-08-36-400-069,6 kW PV Solar Panel Installation on Roof
381,ELECR23-2771,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,08/31/2023,04/29/2024,11/02/2023,Permit,3001 Fernwood Ave Ann Arbor MI 48108,09-12-11-209-900,"installation of  24 panel roof mounted solar array, no battery.   System will be tapped into main building feed to lower bills for all occupants."
382,ELECR23-2817,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/26/2023,09/06/2023,07/02/2024,01/05/2024,Permit,3450 Wexford Ct Ann Arbor MI 48108,09-12-09-108-059,installation of 31 panel roof mounted solar array on existing residence.
383,ELECR23-2839,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/07/2023,05/10/2024,11/13/2023,Permit,1210 Clague Ave Ann Arbor MI 48103,09-09-31-112-036,5.20 kW Roof Mount Array
384,ELECR23-2849,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/14/2023,09/08/2023,04/01/2024,10/03/2023,Permit,322 Doty Ave Ann Arbor MI 48103,09-09-30-224-011,Installing two batteries to existing solar system previously installed.
385,ELECR23-2850,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,11/02/2023,09/08/2023,04/30/2024,04/30/2024,Permit,545 Archwood Dr Ann Arbor MI 48103,09-08-24-403-001,Add on 6 solar panels
386,ELECR23-2861,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/14/2023,09/11/2023,07/15/2024,01/17/2024,Permit,2764 Holyoke Ln Ann Arbor MI 48103,09-09-18-101-035,Installation of 19 (Solar Panels) and (19) Enphase IQ8M invertors.
387,ELECR23-2864,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/11/2023,05/07/2024,11/10/2023,Permit,321 Montgomery Ave Ann Arbor MI 48103,09-09-30-104-029,Installing 15 roof mounted solar panels.
388,ELECR23-2865,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/11/2023,05/14/2024,11/17/2023,Permit,1626 Peach St Ann Arbor MI 48105,09-09-21-207-024,Solar was previously installed we will just be adding a enphase battery to this existing solar system.
389,ELECR23-2866,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/13/2023,09/11/2023,05/31/2024,12/04/2023,Permit,2305 Adare Rd Ann Arbor MI 48104,09-09-34-202-011,Roof top Solar Array
390,ELECR23-2870,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/14/2023,09/11/2023,07/01/2024,01/04/2024,Permit,1413 Culver Rd Ann Arbor MI 48103,09-09-20-202-029,7.8kw Roof Mounted Solar 20 Panel Solar Array
391,ELECR23-2873,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/26/2023,09/11/2023,09/23/2024,03/28/2024,Permit,2119 Woodside Rd Ann Arbor MI 48104,09-09-34-317-003,8.58kw Roof Mounted 22 Panel Solar Array
392,ELECR23-2922,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Withdrawn,,,09/14/2023,,,Permit,2764 Holyoke Ln Ann Arbor MI 48103,09-09-18-101-035,Installation of (19) 380W solar panels & (19) Microinverters.
393,ELECR23-2923,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/14/2023,05/06/2024,11/09/2023,Permit,1902 Independence Blvd Ann Arbor MI 48104,09-12-04-121-010,Installation of (15) 385W Solar Panels and (15) Microinverters on the existing roof of the home.
394,ELECR23-2931,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/14/2023,04/29/2024,10/31/2023,Permit,1382 Esch Ct Ann Arbor MI 48104,09-12-04-405-009,"Installation of (2) Tesla Powerwall batteries in the garage of the home. The Tesla Gateway will replace the existing 200A Disconnect outside.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY BATTERIES!*"
395,ELECR23-2932,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/14/2023,04/16/2024,10/20/2023,Permit,3417 Ashburnam Rd Ann Arbor MI 48105,09-09-11-303-009,"Installation of (1) Tesla Powerwall battery in the garage of the home to be integrated with the existing solar on site.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY A BATTERY!*"
396,ELECR23-2963,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/22/2023,09/15/2023,05/01/2024,11/04/2023,Permit,2939 Leslie Park Cir Ann Arbor MI 48105,09-09-16-100-035,"Installation of (2) Tesla Powerwall batteries in the garage of an existing home.
*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*"
397,ELECR23-2969,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/27/2023,09/18/2023,07/10/2024,01/13/2024,Permit,1527 Catalina Dr Ann Arbor MI 48103,09-09-31-416-018,
398,ELECR23-2991,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/26/2023,09/18/2023,06/17/2024,12/21/2023,Permit,3352 Nordman Rd Ann Arbor MI 48108,09-12-10-105-001,We are just adding a back up interface (BUI) to this existing solar system. The BUI will be installed near the meter.
399,ELECR23-3022,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/28/2023,09/19/2023,04/10/2024,10/14/2023,Permit,720 Brooks St Ann Arbor MI 48103,09-09-20-309-004,"**SEE ELECR23-2965 FOR FEES PAID**  NO SOLAR PANELS BEING INSTALLED. This job is JUST BATTERIES AND BATT INVERTER, and supporting wiring"
400,ELECR23-3026,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/28/2023,09/20/2023,04/29/2024,11/01/2023,Permit,2719 Radcliffe Ave Ann Arbor MI 48104,09-12-03-409-010,6.24 kW Roof Mounted 16 Panel Solar Array
401,ELECR23-3028,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,09/20/2023,08/28/2024,03/02/2024,Permit,1720 Shadford Rd Ann Arbor MI 48104,09-09-33-429-015,8.58kW Roof Mounted 22 Panel Solar Array with Battery Storage
402,ELECR23-3029,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/27/2023,09/20/2023,07/16/2024,01/19/2024,Permit,402 Colin Cir Ann Arbor MI 48103,09-12-05-303-167,7.02 kW Roof Mounted 18 Panel Solar Array
403,ELECR23-3031,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/11/2023,09/20/2023,07/15/2024,01/17/2024,Permit,206 Crest Ave Ann Arbor MI 48103,09-09-30-104-015,10.64 kW Roof Mounted 28 Panel Solar Array with Battery Backup
404,ELECR23-3035,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,09/20/2023,04/30/2024,11/03/2023,Permit,301 Brookside Dr Ann Arbor MI 48105,09-09-16-308-001,6.205 kW Roof Mounted 17 Panel Solar Array with Battery Backup
405,ELECR23-3143,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,09/28/2023,07/10/2024,01/13/2024,Permit,1435 Argyle Cres Ann Arbor MI 48103,09-09-19-205-005,5.2 kW Roof Mount Array
406,ELECR23-3210,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,10/03/2023,04/22/2024,10/24/2023,Permit,3435 Ridgeline Ct Ann Arbor MI 48105,09-09-26-203-022,20 (400) Watt Solar Panels Roof Mounted with SolarEdge Grid Tied Inverter
407,ELECR23-3236,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,10/04/2023,06/10/2024,12/13/2023,Permit,830 Westwood Ave Ann Arbor MI 48103,09-09-19-314-025,Installing roof mount solar panels.
408,ELECR23-3238,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,10/04/2023,07/22/2024,01/23/2024,Permit,1456 Woodland Dr Ann Arbor MI 48103,09-09-31-401-013,Installing roof mounted solar panels.
409,ELECR23-3241,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,11/01/2023,10/04/2023,06/10/2024,06/10/2024,Permit,711 Wesley St Ann Arbor MI 48103,09-09-19-413-008,Installing roof mount solar panels.
410,ELECR23-3258,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,10/05/2023,08/05/2024,03/03/2024,Permit,2649 Bernice Ave Ann Arbor MI 48103,09-08-24-412-024,7.8 kW Roof Mounted 20 Panel Solar Array
411,ELECR23-3260,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,10/05/2023,09/03/2024,04/25/2024,Permit,1621 Harbal Dr Ann Arbor MI 48105,09-09-21-104-031,9.36 kW Roof Mounted 24 Panel Solar Array
412,ELECR23-3277,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,10/06/2023,05/01/2024,11/04/2023,Permit,1753 Ivywood Dr Ann Arbor MI 48103,09-09-30-312-017,Installation of a roof-mounted solar array consisting of (16) solar panels with micro-inverters and (2) Tesla Powerwall batteries in the basement of the home.
413,ELECR23-3353,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/27/2023,10/13/2023,09/03/2024,03/27/2024,Permit,916 Lennox St Ann Arbor MI 48103,09-09-31-214-016,"Installing 10 roof mounted solar panels, 200 AMP Panel"
