Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0225-00704,Solar,03/10/2025,"810 N CAMINO SANTIAGO BLDG 0 
UNIT 26, TUCSON, AZ 85745","Roof mount 4.35kW DC photovoltaic solar system; 10 AC modules, 1 branch, PV Combiner Box, 20 A PV breaker on",Technicians for Sustainability
TC-RES-0225-00705,Solar,03/10/2025,,*Full system replacement*,Technicians for Sustainability
TC-RES-0225-00710,Solar,03/12/2025,,"Installation of 27 kWh energy storage system, Tesla Backup Switch meter collar adapter and related materials .",Tesla Energy
TC-RES-0225-00719,Solar,03/12/2025,,We are installing a roof -mounted solar system with following details;,Kody Landals
TC-RES-0924-05424,Solar,03/12/2025,,Installation of solar panels on a ground mount home with a battery,Alex Villanueva
TC-RES-1224-07392,Solar,03/10/2025,,install 20.09kw residential roof mounted solar and 1 SolarEdge Energy Bank (non-backup),Freedom Forever
TC-RES-1224-07439,Solar,03/11/2025,,install 14.35kw residential roof mounted solar and 1 Tesla Powerwall 3,Freedom Forever
TC-RES-1224-07494,Solar,03/10/2025,,install 4.0kw residential roof mounted solar and 175 A derated main breaker,Freedom Forever
TC-RES-0125-00150,Solar,03/17/2025,,Installation of Roof mounted 7.38kW PV System / Derate,Our World Energy
TC-RES-0125-00584,Solar,03/17/2025,,6.72kW roof mounted PV system,Sunbright Solar
TC-RES-0225-00707,Solar,03/17/2025,,"Roof mount  11.61kW DC photovoltaic solar system; 27 modules and microinverters, 3 branches, PV combiner box,",Technicians for Sustainability
TC-RES-0225-00709,Solar,03/17/2025,,"27 kWh Storage addition to existing PV system. 1 Tesla Powerwall -3 batteries with integrated PV inverter, 1 battery expansion",Technicians for Sustainability
TC-RES-0225-00726,Solar,03/17/2025,"9745 E 1ST ST, TUCSON, AZ 85748",INSTALLATION OF 12 ROOFTOP SOLAR PV MODULES (400W) 4.800KW DC. NEW 200 A SUB PANEL,BOE BIGELOW
TC-RES-0225-00742,Solar,03/17/2025,,Installation of Roof mounted 11.48kW Pv System with Battery,Our World Energy
TC-RES-0225-00744,Solar,03/17/2025,,Installation of Roof mounted 4.92kW PV System / ConnectDER,Our World Energy
TC-RES-0225-00746,Solar,03/17/2025,,Installation of Roof mounted 13.94kW PV System / Derate,Our World Energy
TC-RES-0225-00753,Solar,03/17/2025,,"Roof mount  11.18 kW DC photovoltaic solar system; 26 modules and microinverters, 3 branches, PV combiner box,",Technicians for Sustainability
TC-RES-0225-00754,Solar,03/17/2025,,9.085 kW Rooftop PV solar system installation,Elevation Solar
TC-RES-0225-00764,Solar,03/17/2025,,Installing Rooftop Solar,Fernando Ayala
TC-RES-0225-00780,Solar,03/18/2025,,Installation of Roof mounted 6.56kW PV System / 125 A MPU,Our World Energy
TC-RES-0225-00821,Solar,03/19/2025,,INSTALLATION OF 12 ROOFTOP SOLAR PV MODULES (400W) 4.800KW DC,BOE BIGELOW
TC-RES-0225-00828,Solar,03/19/2025,,9.02 KW DC PV SYSTEM ROOF MOUNTED .,Solar Topps LLC
TC-RES-0225-00829,Solar,03/19/2025,,Rooftop Solar System,Freedom Forever
TC-RES-0225-00830,Solar,03/19/2025,,7.505KW Roof Mounted Solar PV 19 Modules,Elevation Solar
TC-RES-0225-00831,Solar,03/19/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0225-00832,Solar,03/19/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0225-00843,Solar,03/19/2025,,Installation of Roof mounted 6.56kW PV System / ConnectDER,Our World Energy
TC-RES-0225-00851,Solar,03/19/2025,,INSTALLATION OF 10 ROOFTOP SOLAR PV MODULES (400W) 4.00KW DC,BOE BIGELOW
TC-RES-0225-00854,Solar,03/19/2025,,"Installation of 9.84 kWh roof mounted PV solar system, 27 kWh energy storage system and related materials.",Tesla Energy
TC-RES-0225-00870,Solar,03/19/2025,,"10.125kW DC, 11.500kW AC , 13.50 kWh ENERGY STORAGE SYSTEM",Zachary Martlock
TC-RES-0225-00871,Solar,03/19/2025,,"13.6kWh ESS, 13.2kWdc 11.4kWac PV SYSTEM",Zachary Martlock
TC-RES-1124-06678,Solar,03/17/2025,,There is an existing permit (TC-SOL-0624-00042) for solar at this address. The property owner needs to contact,Fernando Ayala
TC-RES-0125-00049,Solar,03/24/2025,,"Roof mount 6.45kW DC photovoltaic solar system; 15 modules, Tesla Solar Inverter with 2 strings, Meter Socket",Technicians for Sustainability
TC-RES-0125-00476,Solar,03/26/2025,"34 E INEZ ST, TUCSON, AZ 85756",install 4.92kw residential roof mounted solar and 175 A derated main breaker,Freedom Forever
TC-RES-0225-00679,Solar,03/25/2025,,(Mobile Home Project) Install 9.2 kW DC roof-mounted PV system w/ Lion Energy Sanctuary battery (2) 14.3 kWh,Avinash Anand
TC-RES-0225-00825,Solar,03/24/2025,,Installation of Roof mounted 5.74kW PV System with Existing System,Our World Energy
TC-RES-0225-00835,Solar,03/24/2025,,Rooftop Solar System,Freedom Forever
TC-RES-0225-00887,Solar,03/24/2025,,Installation of Roof mounted 6.97kW PV System with Existing System & Derate,Our World Energy
TC-RES-0225-00889,Solar,03/24/2025,,Installation of Roof mounted 9.84kW PV System / 225 A MPU,Our World Energy
TC-RES-0225-00891,Solar,03/24/2025,,"PHOTOVOLTAIC ROOF MOUNT SYSTEM 18 MODULES- ROOF MOUNTED - 7.290 KW DC, 11.500 KW AC",On Point Solar Power
TC-RES-0225-00892,Solar,03/24/2025,,Installation of Roof mounted 9.84kW Pv System wih Battery & Derate,Our World Energy
TC-RES-0225-00893,Solar,03/24/2025,,Installation of Roof mounted 4.10kW PV System with Existing System,Our World Energy
TC-RES-0225-00909,Solar,03/26/2025,,11.5kw Rooftop Solar with 13.5kwh Battery Storage,NB Baker Electric AZ LLC dba Streamline Solar
TC-RES-0225-00910,Solar,03/25/2025,,Roof mount 1.7 kW DC addition to existing photovoltaic solar system (new total system size: 13.54 kW). 4 additional,Technicians for Sustainability
TC-RES-0225-01012,Solar,03/24/2025,,Installation of Roof mounted 6.15kW PV System,Our World Energy
TC-RES-0225-01020,Solar,03/24/2025,,"Roof mount 8.70 kW DC photovoltaic solar system; 20 modules with microinverters, 3 branches, 125 A PV Combiner",Technicians for Sustainability
TC-RES-1224-07263,Solar,03/24/2025,,install 9.43kw residential roof mounted solar and 150 A derated main breaker,Freedom Forever
TC-RES-1224-07334,Solar,03/24/2025,,9.085KW Rooftop PV solar system installation,Elevation Solar
TC-RES-0125-00222,Solar,04/02/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch,  20 A PV breaker on",Technicians for Sustainability
TC-RES-0125-00230,Solar,04/01/2025,,Install of a 7.60 kW (AC)  pv system,Inty Power
TC-RES-0225-00895,Solar,04/01/2025,,Installation of Roof mounted 4.10kW PV System with Existing System & Battery,Our World Energy
TC-RES-0225-00896,Solar,04/01/2025,,Installation of Roof mounted 10.25kW PV System with Battery,Our World Energy
TC-RES-0225-00900,Solar,04/01/2025,,Installation of Roof mounted 4.10kW PV System with Existing System,Our World Energy
TC-RES-0225-00951,Solar,04/01/2025,,13.860 KW Roof Mounted Solar PV 33 Modules 175 A Main Breaker Derate,Elevation Solar
TC-RES-0225-00973,Solar,04/01/2025,,Install of a 11.50 KW AC PV System + Battery integrated.,Inty Power
TC-RES-0225-01023,Solar,04/01/2025,,"PHOTOVOLTAIC ROOF MOUNT SYSTEM 29 MODULES- ROOF MOUNTED - 11.600 KW DC, 15.200 KW AC",On Point Solar Power
TC-RES-0225-01031,Solar,04/01/2025,,"PHOTOVOLTAIC ROOF MOUNT SYSTEM 25 MODULES- ROOF MOUNTED - 10.000 KW DC, 15.200 KW AC (PCS",On Point Solar Power
TC-RES-0225-01048,Solar,04/01/2025,"9021 E 9TH ST, TUCSON, AZ 85710",Rooftop Solar System,Freedom Forever
TC-RES-0225-01050,Solar,04/01/2025,,Installation of a 15.990kw dc system/1 Battery,Project Manager
TC-RES-0225-01051,Solar,04/01/2025,,12.4 KW DC PV SOLAR SYSTEM ROOF MOUNTED WITH BATTERY .,Solar Topps LLC
TC-RES-0225-01063,Solar,04/01/2025,,Installation of Roof mounted 4.92kW with Existing System,Our World Energy
TC-RES-0225-01087,Solar,04/01/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0225-01098,Solar,04/01/2025,,Install a 14.76 kW DC rooftop solar electric system with a new 225 A subpanel .,Net Zero Solar
TC-RES-0225-01101,Solar,03/31/2025,,THIS PROJECT IS COMPRISED OF THE FOLLOWING :,Zachary Martlock
TC-RES-0225-01108,Solar,04/01/2025,,"Install of 7.380 KWDC Solar PV System, Roof Mounted. Install of New ESS Battery.",Freedom Forever
TC-RES-0325-01130,Solar,04/01/2025,,"Roof mount 12.47 kW DC photovoltaic solar system; 29 modules; 27 kWh Storage, 2 Tesla Powerwall -3 batteries with",Technicians for Sustainability
TC-RES-0325-01131,Solar,04/01/2025,,"Roof mount 4.35 kW DC photovoltaic solar system; 10 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0325-01144,Solar,04/01/2025,,Installation of Roof mounted 4.10kW PV System / 225 A MPU,Our World Energy
TC-RES-0325-01185,Solar,04/02/2025,,Installation of Roof mounted 8.20kW PV System with Battery,Our World Energy
TC-RES-1224-07196,Solar,04/02/2025,,Installation of 40.5 kWh energy storage system and related materials.,Tesla Energy
TC-RES-0125-00544,Solar,04/09/2025,,Rooftop Solar System,permittucson
TC-RES-0225-01106,Solar,04/07/2025,,12.71kW DC System - Roof PV,permittucson
TC-RES-0325-01194,Solar,04/08/2025,,existing DC 1.225kW (5 panels),Sunbright Solar
TC-RES-0325-01196,Solar,04/08/2025,,Installation of Roof mounted 6.15kW PV System,Our World Energy
TC-RES-0325-01204,Solar,04/07/2025,,Install a 5.16 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0325-01242,Solar,04/08/2025,,Installation of Roof mounted 7.38kW PV System / ConnectDER,Our World Energy
TC-RES-0325-01287,Solar,04/07/2025,,PV SOLAR - ROOF MOUNTED,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1024-06251,Solar,04/08/2025,,"3.69 kW DC System- Roof Mount PV, MPU 225/200",Freedom Forever
TC-RES-0125-00239,Solar,04/14/2025,,PV Mounted System,Clayco Electric Inc.
TC-RES-0325-01268,Solar,04/14/2025,,Rooftop Solar,Fernando Ayala
TC-RES-0325-01297,Solar,04/14/2025,,11.48kW DC System - Roof Mount PV,Freedom Forever
TC-RES-0325-01322,Solar,04/14/2025,,"Roof mount 6.45kW DC photovoltaic solar system; 15 modules with microinverters, 2 branches, PV subpanel,  30 A PV",Technicians for Sustainability
TC-RES-0325-01329,Solar,04/15/2025,,installation of a 7.60 KW PV SYSTEM,Inty Power
TC-RES-0125-00058,Solar,04/22/2025,,"Roof mount 3.01kW DC photovoltaic solar system; 7 modules with microinverters, 1 branch, 20 A PV breaker on 200A",Technicians for Sustainability
TC-RES-0225-01047,Solar,04/24/2025,,Rooftop Solar System,Freedom Forever
TC-RES-0325-01344,Solar,04/21/2025,,Installation of 27 kWh energy storage system and related materials.,Tesla Energy
TC-RES-0325-01371,Solar,04/21/2025,,"PHOTOVOLTAIC ROOF MOUNT SYSTEM 20 MODULES- ROOF MOUNTED - 8.100 KW DC, 7.600 KW AC",On Point Solar Power
TC-RES-0325-01386,Solar,04/21/2025,"803 S 9TH AV, TUCSON, AZ 85701","Roof mount 7.40 kW DC photovoltaic solar system; 17 AC modules, 3 branches, PV subpanel, 40 A PV breaker on",Technicians for Sustainability
TC-RES-0325-01388,Solar,04/22/2025,"2601 E 8TH ST, TUCSON, AZ 85716",Roof mount 2.6 kW DC addition to existing photovoltaic solar system (new total system size: 6.39 kW) ; 6 additional,Technicians for Sustainability
TC-RES-0325-01402,Solar,04/22/2025,,Installation of Roof mounted 11.07kW PV System with Battery & 125 A MPU,Our World Energy
TC-RES-0325-01413,Solar,04/21/2025,,Installation of Roof mounted 10.25kW PV System with Battery,Our World Energy
TC-RES-0325-01432,Solar,04/22/2025,,13.5 kWh storage system (1 Tesla Powerwall -3 battery) with Tesla backup switch connected to existing photovoltaic,Technicians for Sustainability
TC-RES-0325-01433,Solar,04/21/2025,,THIS PROJECT IS COMPRISED OF THE FOLLOWING :,Zachary Martlock
TC-RES-0325-01438,Solar,04/21/2025,,Installation of Roof mounted 11.07kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-0325-01450,Solar,04/21/2025,"6726 S AVENIDA SANTA 
CAROLINA, TUCSON, AZ 85756",Installation of 11.5 KW PV System +  battery,Inty Power
TC-RES-0325-01456,Solar,04/21/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01458,Solar,04/21/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01459,Solar,04/21/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01460,Solar,04/21/2025,,8.295KW Roof Mounted Solar PV 21 Modules,Elevation Solar
TC-RES-0325-01462,Solar,04/21/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01464,Solar,04/21/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01465,Solar,04/21/2025,,7.505KW Roof Mounted Solar PV 19 Modules,Elevation Solar
TC-RES-0325-01481,Solar,04/23/2025,,Installation of a 11.50 kW-AC,Inty Power
TC-RES-0325-01510,Solar,04/23/2025,,Installation of a 4.150kw dc system/1 Battery,Project Manager
TC-RES-0325-01511,Solar,04/23/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01515,Solar,04/23/2025,,7.110KW Roof Mounted Solar PV 18 Modules,Elevation Solar
TC-RES-0325-01516,Solar,04/23/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01517,Solar,04/23/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01521,Solar,04/23/2025,,8.295KW Roof Mounted Solar PV 21 Modules,Elevation Solar
TC-RES-0325-01527,Solar,04/23/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01528,Solar,04/23/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01529,Solar,04/23/2025,,8.690KW Roof Mounted Solar PV 22 Modules,Elevation Solar
TC-RES-0325-01536,Solar,04/23/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01537,Solar,04/23/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01539,Solar,04/23/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0325-01542,Solar,04/23/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0225-00992,Solar,04/29/2025,,Install of a 11.50 KW AC PV System + Battery-integrated,Inty Power
TC-RES-0225-01010,Solar,04/30/2025,,Install of a 11.50 KW AC PV System + Battery Integrated.,Inty Power
TC-RES-0325-01439,Solar,04/28/2025,,relocate solar meter from under patio to exterior wall,S&D Electric
TC-RES-0325-01554,Solar,04/28/2025,,Installation of Roof mounted 16.40kW PV System with Battery,Our World Energy
TC-RES-0325-01593,Solar,04/29/2025,,"NEW ROOF MOUNT , FUNCTIONALLY -GROUNDED DC PV SYSTEM WITH NEW ESS",Zachary Martlock
TC-RES-0325-01601,Solar,04/29/2025,,Roof mount 11.31 kW DC photovoltaic solar system; 26 modules with rapid shutdown; 27 kWh Storage. 2 Tesla,Technicians for Sustainability
TC-RES-0425-01681,Solar,04/30/2025,,"ADDITION OF PHOTOVOLTAIC ROOF MOUNT SYSTEM 19 MODULES- ROOF MOUNTED - 7.695 KW DC, 7.600 KW",On Point Solar Power
TC-RES-0425-01687,Solar,04/30/2025,,"Roof mount 6.09kW DC photovoltaic solar system; 14 modules with microinverters, 2 branches, 125 A PV subpanel .",Technicians for Sustainability
TC-RES-0425-01725,Solar,05/01/2025,,PV SOLAR ROOF MOUNT,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1024-06104,Solar,04/28/2025,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1224-07059,Solar,04/28/2025,,Install 3.69kw residential roof mounted solar - 1 Enphase IQ 5 P (non-backup) -New 125 A subpanel,Freedom Forever
TC-RES-0225-00925,Solar,05/07/2025,,Rooftop Solar,David Hosking
TC-RES-0325-01290,Solar,05/07/2025,,Installation of a 11.50 KW AC PV Systtem,Inty Power
TC-RES-0325-01346,Solar,05/05/2025,,"Install of 6.560KWDC Solar PV, Roof-Mounted. Adding ESS and Backup interface System for (existing) backup load",Freedom Forever
TC-RES-0325-01513,Solar,05/08/2025,,"PHOTOVOLTAIC ROOF MOUNT SYSTEM 18 MODULES- ROOF MOUNTED - 7.290 KW DC, 7.600 KW AC",On Point Solar Power
TC-RES-0425-01724,Solar,05/08/2025,"6781 E 4TH ST, TUCSON, AZ 85710",Installation of Roof mounted 14.35kW PV System / 225 A MPU,Our World Energy
TC-RES-0425-01735,Solar,05/05/2025,,THIS PROJECT IS COMPRISED OF THE FOLLOWING :,Zachary Martlock
TC-RES-0425-01777,Solar,05/06/2025,,PV solar- roof mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0425-01805,Solar,05/08/2025,,"Roof mount 11.31 kW DC photovoltaic solar system; 26 modules, (2) 5.7 kW Tesla Solar Inverter with 2 strings each.",Technicians for Sustainability
TC-RES-0425-01856,Solar,05/09/2025,,"Roof-mounted PV solar installation, 8.6kW DC, 12.0 kW AC , with energy storage",Saguaro Solar Electric
TC-RES-0325-01230,Solar,05/12/2025,,18kW Roof mounted PV,Craig Murphy
TC-RES-0325-01316,Solar,05/15/2025,,"Roof mount 9.03 kW DC photovoltaic solar system; 21 modules; 27 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0325-01467,Solar,05/15/2025,,8.295KW Roof Mounted Solar PV 21 Modules,Elevation Solar
TC-RES-0325-01468,Solar,05/15/2025,,9.085KW Roof Mounted Solar PV 23 Modules,Elevation Solar
TC-RES-0425-01803,Solar,05/13/2025,"2316 E 8TH ST, TUCSON, AZ 85719",Install a 9.46 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0425-01807,Solar,05/13/2025,,"Roof mount 7.83 kW DC photovoltaic solar system; 18 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0425-01808,Solar,05/13/2025,,Roof mount 16.97 kW DC photovoltaic solar system and 25 kWh Storage System.,Technicians for Sustainability
TC-RES-0425-01809,Solar,05/13/2025,,Roof mount 1.7 kW DC addition to existing photovoltaic solar system (new total system size: 5.94 kW). 4 additional,Technicians for Sustainability
TC-RES-0425-01812,Solar,05/13/2025,,"Roof mount 3.5 kW DC addition to existing photovoltaic solar system (new total system size: 7.60 kW), 8 additional",Technicians for Sustainability
TC-RES-0425-01830,Solar,05/12/2025,,Installation of 27 kWh energy storage system and related materials.,Tesla Energy
TC-RES-0425-01837,Solar,05/13/2025,,7.310 kW DC ROOF MOUNTED SOLAR,Juana Quiroz
TC-RES-0225-00894,Solar,05/19/2025,,Installation of Roof mounted 4.51kW PV System with Existing system / Battery / 225 A MPU,Our World Energy
TC-RES-0325-01187,Solar,05/20/2025,,Solar PV 4.05kw Roof Install,Collin Cardwell
TC-RES-0325-01512,Solar,05/22/2025,,27 kWh Storage addition to existing roof mounted PV system. 2 Tesla Powerwall -3 batteries. 200 A bus with 175A MCB,Technicians for Sustainability
TC-RES-0425-01879,Solar,05/21/2025,,9.24kW roof mounted PV system,Sunbright Solar
TC-RES-0425-01930,Solar,05/19/2025,,PV  SOLAR ROOF MOUNT,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0425-01975,Solar,05/23/2025,,Installation of Roof mounted 8.61kW PV System with Battery,Our World Energy
TC-RES-0425-02023,Solar,05/21/2025,,Installation of Roof mounted 7.38kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-0425-02059,Solar,05/20/2025,,Modification to existing solar system. Removed one AC disconnect and rewired wall equipment per TEP request,Suntria Solar
