,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description,Year
38247,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-11-11T11:15:32Z,2023-10-16 20:04:07.037000+00:00,2024-09-30T23:38:10Z,2024-04-05T04:00:00Z,1320,Baldwin,,48104,31.8 kW Carport,2023.0
38294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:09Z,2023-10-13 14:56:03.393000+00:00,2024-09-03T18:04:48Z,2024-03-27T04:00:00Z,916,Lennox,,48103,"Installing 10 roof mounted solar panels, 200 AMP Panel",2023.0
38295,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:44Z,2023-10-13 15:18:54.370000+00:00,2024-06-10T15:41:44Z,2023-12-12T05:00:00Z,3106,Hilltop,,48103,Furnish and install 6.09kW (14) 435-watt M Series panels,2023.0
38296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:20Z,2023-10-13 16:30:56.223000+00:00,2024-05-20T13:18:44Z,2023-11-22T05:00:00Z,3890,Penberton,,48105,"Installation of a roof-mounted solar array consisting of (28) solar panels with micro-inverters, (2) Tesla Powerwall batteries in the garage, a surge arrester, and a new 200A panel.",2023.0
38833,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:20:41Z,2023-10-20 18:49:35.350000+00:00,2024-05-20T13:31:00Z,2023-11-22T05:00:00Z,3880,Penberton,,48105,Installation of a roof-mounted solar array consisting of (25) solar panels with micro-inverters and (2) Tesla Powerwall batteries.,2023.0
38844,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:14:44Z,2023-10-23 14:17:58.047000+00:00,2024-09-16T16:03:10Z,2024-03-22T04:00:00Z,432,Burr Oak,,48103,Installation of (7) 380W Solar panels & (2) LG CHEM RESU -10H batteries,2023.0
38845,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:26Z,2023-10-23 15:11:07.417000+00:00,2024-06-27T17:33:49Z,2023-12-31T05:00:00Z,1641,Avondale,,48103,Installing roof mounted solar panels.,2023.0
38847,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:20:47Z,2023-10-23 15:36:20.123000+00:00,2024-06-27T17:47:00Z,2023-12-31T05:00:00Z,1634,Stadium,,48104,Installing roof mounted solar panels.,2023.0
38852,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:34Z,2023-10-23 17:45:08.150000+00:00,2024-07-10T12:29:59Z,2023-12-21T05:00:00Z,3168,Baylis,,48108,4.4 kW Array,2023.0
38891,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:21:01Z,2023-10-25 14:03:42.097000+00:00,2024-05-20T13:57:17Z,2023-11-22T05:00:00Z,1601,Shadford,,48104,Installation of a roof-mounted solar array consisting of (8) solar panels on the detached garage and (4) solar panels on the main house as well as a Tesla Powerwall battery.,2023.0
39215,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-10-26 16:19:09.410000+00:00,,,1570,Glastonbury,,48103,5.6 kW PV Solar Panel Installation on Roof,2023.0
39250,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-11-01 18:26:50.550000+00:00,,,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof,2023.0
39296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:21:01Z,2023-10-25 14:03:42.097000+00:00,2024-05-20T13:57:17Z,2023-11-22T05:00:00Z,1601,Shadford,,48104,Installation of a roof-mounted solar array consisting of (8) solar panels on the detached garage and (4) solar panels on the main house as well as a Tesla Powerwall battery.,2023.0
39309,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-11-26T21:15:06Z,2023-10-26 16:47:21.300000+00:00,2024-06-18T15:53:33Z,2023-12-22T05:00:00Z,1570,Glastonbury,,48103,5.6 kW PV Solar Panel Installation on Roof,2023.0
39310,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-01T21:19:41Z,2023-10-26 17:36:12.043000+00:00,2024-06-10T13:27:23Z,2023-12-14T05:00:00Z,2017,Hill,,48104,Installation of (2) Tesla Powerwall batteries that will be grid tied for whole home backup and a surge arrester.,2023.0
39328,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:32:23Z,2023-10-27 18:06:56.307000+00:00,2024-06-17T14:41:20Z,2023-12-21T05:00:00Z,2019,Day,,48104,Installation of a roof-mounted solar array consisting of (11) solar panels with micro-inverters mounted on the roof of the existing home. A Tesla Powerwall battery will be installed in the detached garage and tied to the solar system via trench.,2023.0
39366,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:13Z,2023-10-30 20:42:04.010000+00:00,2024-06-12T13:51:52Z,2023-12-16T05:00:00Z,1515,Arborview,,48103,Installation of (5) solar panels with micro-inverters to be added to the existing roof-mounted solar array on site.,2023.0
39410,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:45Z,2023-11-01 13:22:57.007000+00:00,2024-08-12T13:31:58Z,2024-02-13T05:00:00Z,1902,Linwood,,48103,Installing 17 roof mounted solar panels.,2023.0
39421,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-11-11T11:34:22Z,2023-11-01 18:44:36.337000+00:00,2024-05-09T10:34:19Z,2024-05-09T04:00:00Z,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof,2023.0
39710,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-11-11T11:22:39Z,2023-11-07 20:33:18.447000+00:00,2024-09-16T22:02:03Z,2024-03-19T04:00:00Z,1525,State,,48104,73.8 kW Roof Mount Solar,2023.0
39724,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-11-01 18:26:50.550000+00:00,,,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof,2023.0
39853,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-11-11T11:22:54Z,2023-11-07 20:16:10.200000+00:00,2024-09-16T22:02:03Z,2024-03-15T04:00:00Z,1525,State,,48104,73.8 kW,2023.0
39867,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:45Z,2023-11-01 13:22:57.007000+00:00,2024-08-12T13:31:58Z,2024-02-13T05:00:00Z,1902,Linwood,,48103,Installing 17 roof mounted solar panels.,2023.0
39878,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-11-11T11:34:22Z,2023-11-01 18:44:36.337000+00:00,2024-05-09T10:34:19Z,2024-05-09T04:00:00Z,2971,Burlington,,48105,5.2 kW PV Solar Panel Installation on Roof,2023.0
39886,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:44Z,2023-11-02 13:52:09.170000+00:00,2024-07-10T15:35:45Z,2024-01-13T05:00:00Z,375,Koch,,48103,Installing roof mounted solar panels.,2023.0
39925,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:33:53Z,2023-11-06 14:26:28.053000+00:00,2024-06-27T17:37:59Z,2023-12-31T05:00:00Z,1312,Iroquois,,48104,Solar was previously installed and we will just be adding a tesla battery and tesla gateway to the existing solar system.,2023.0
39982,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:30Z,2023-11-08 18:46:30.273000+00:00,2024-06-27T17:47:46Z,2023-12-31T05:00:00Z,2730,Tuebingen,,48105,5.6 kW Array,2023.0
40608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:30Z,2023-11-08 18:46:30.273000+00:00,2024-06-27T17:47:46Z,2023-12-31T05:00:00Z,2730,Tuebingen,,48105,5.6 kW Array,2023.0
40624,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:23:29Z,2023-11-09 17:19:10.537000+00:00,2024-08-07T14:25:29Z,2024-02-17T05:00:00Z,2254,Woodhaven,,48105,"Install 5.67 kW Solar, 14 Panels 405 watt, Install 1 13.5 kWh Tesla Powerwall",2023.0
40627,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:37:19Z,2023-11-09 18:35:04.413000+00:00,2024-07-16T14:46:16Z,2024-01-19T05:00:00Z,2400,Earl Schafer,,48105,"Install 4.86 kW Solar, 12 Panels 405 watt, Install 13.5 kwh Tesla Powerwall",2023.0
40637,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:08:59Z,2023-11-10 12:55:10.003000+00:00,2024-07-08T14:25:12Z,2024-01-10T05:00:00Z,611,Westwood,,48103,"Install 4.45 kW Solar, 11 Panels 405 Watt
Install 13.5 kwh Tesla Powerwall",2023.0
40648,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:09:09Z,2023-11-10 19:48:06.387000+00:00,2024-07-09T14:23:00Z,2024-01-12T05:00:00Z,415,Manor,,48105,"Install 7.39 kW Solar, 17 Panels 435 Watt",2023.0
40650,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:38Z,2023-11-10 20:38:11.383000+00:00,2024-09-23T14:58:23Z,2024-04-05T04:00:00Z,212,Summit,,48103,7.2 kW Array,2023.0
40651,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:45Z,2023-11-10 22:46:48.053000+00:00,2024-07-16T15:32:34Z,2024-01-19T05:00:00Z,1105,Spring,,48103,4.8 kW Roof Mount Array,2023.0
40669,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:51Z,2023-11-13 19:48:26.483000+00:00,2024-07-16T15:07:46Z,2024-01-19T05:00:00Z,1823,Pontiac,,48105,4.8 kW Roof Mount Array,2023.0
40700,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:29Z,2023-11-15 20:47:24.190000+00:00,2024-08-05T15:00:02Z,2024-02-10T05:00:00Z,2933,Leslie Park,,48105,Installing 15 roof mounted solar panels and a tesla battery.,2023.0
40701,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:38Z,2023-11-15 21:00:54.313000+00:00,2024-08-19T14:13:50Z,2024-02-23T05:00:00Z,1521,Granger,,48104,Installing 16 roof mounted solar panels and a tesla battery.,2023.0
41247,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:29Z,2023-11-15 20:47:24.190000+00:00,2024-08-05T15:00:02Z,2024-02-10T05:00:00Z,2933,Leslie Park,,48105,Installing 15 roof mounted solar panels and a tesla battery.,2023.0
41248,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:38Z,2023-11-15 21:00:54.313000+00:00,2024-08-19T14:13:50Z,2024-02-23T05:00:00Z,1521,Granger,,48104,Installing 16 roof mounted solar panels and a tesla battery.,2023.0
41252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:45Z,2023-11-16 16:55:38.447000+00:00,2024-07-22T16:10:07Z,2024-01-24T05:00:00Z,2104,Ascot,,48103,Installing 25 roof mounted solar panels.,2023.0
41267,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:01Z,2023-11-17 16:55:04.390000+00:00,2024-09-30T23:39:00Z,2024-04-05T04:00:00Z,3910,Kipling,,48105,Installing 17 roof mounted solar panels.,2023.0
41303,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:52Z,2023-11-22 14:37:39.383000+00:00,2024-07-17T13:16:01Z,2024-01-20T05:00:00Z,1606,Montclair,,48104,"Installation of a roof-mounted solar array consisting of (10) solar panels with micro-inverters, (1) Tesla Powerwall battery in the garage, a surge arrester, and a 150A SPAN Smart Panel.",2023.0
41721,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:52Z,2023-11-22 14:37:39.383000+00:00,2024-07-17T13:16:01Z,2024-01-20T05:00:00Z,1606,Montclair,,48104,"Installation of a roof-mounted solar array consisting of (10) solar panels with micro-inverters, (1) Tesla Powerwall battery in the garage, a surge arrester, and a 150A SPAN Smart Panel.",2023.0
41762,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:12Z,2023-11-28 15:45:51.557000+00:00,2024-09-23T13:26:06Z,2024-03-29T04:00:00Z,1910,Independence,,48104,"Installation of (24) 380W Solar Panels, (1) Enphase Encharge 10T Battery, and (1)Enphase Encharge 3T Battery.",2023.0
41776,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:40:01Z,2023-11-28 19:10:52.033000+00:00,2024-08-05T16:08:47Z,2024-03-03T05:00:00Z,2872,Page,,48104,8.58 kW Roof Mounted 22 Panel Solar Array with Battery Backup,2023.0
42270,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2023-12-08T18:39:23Z,2023-11-30 16:18:00.063000+00:00,2024-10-07T13:56:15Z,,511,Fifth,,48104,12.4 kW Roof Mount Array,2023.0
42274,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:09:25Z,2023-11-30 18:43:34.130000+00:00,2024-10-07T15:31:52Z,2024-04-12T04:00:00Z,303,Glendale,,48103,11.2 kW Array,2023.0
42284,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:40:10Z,2023-12-01 14:36:11.317000+00:00,2024-10-30T13:28:55Z,2024-05-08T04:00:00Z,3085,Belvidere,,48108,Installation of (8) Solar panels on the existing roof of the home.,2023.0
42316,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:38:47Z,2023-12-05 18:51:15.437000+00:00,2024-08-12T15:36:12Z,2024-02-17T05:00:00Z,1356,Glen Leven,,48103,Installing 13 roof mounted solar panels.,2023.0
42317,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T10:54:22Z,2023-12-05 19:47:45.230000+00:00,2024-07-17T16:32:36Z,2024-01-20T05:00:00Z,2021,Marra,,48103,5.2 kW Array,2023.0
42321,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:38Z,2023-12-05 21:57:14.043000+00:00,2024-08-21T15:51:17Z,2024-03-03T05:00:00Z,715,Fountain,,48103,Add 16 solar modules to south roof. Install inverter and batteries in the basement. Wire new critical load center.,2023.0
42322,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-02-01T15:58:21Z,2023-12-05 22:17:09.013000+00:00,2024-07-30T14:58:01Z,,2323,Easy,,48104,"5.35 kW Additional Array
9.43 kW Original roof mount array 
Original Permit ELEC22-0422",2023.0
42333,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:46Z,2023-12-06 15:29:16.277000+00:00,2024-08-05T14:42:38Z,2024-02-09T05:00:00Z,1922,Day,,48104,"*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*
Installation of (2) Tesla Powerwall batteries in an existing home.",2023.0
42352,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T14:38:30Z,2023-12-06 22:07:09.210000+00:00,2024-09-09T16:26:29Z,2024-03-21T04:00:00Z,4,Rockland,,48108,Roof Mounted Solar Installation,2023.0
42697,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Issued,2024-01-19T21:07:36Z,2023-12-12 14:38:22.507000+00:00,2024-07-17T20:07:10Z,,2323,Easy,,48104,5.35 kW Array,2023.0
42768,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:46Z,2023-12-06 15:29:16.277000+00:00,2024-08-05T14:42:38Z,2024-02-09T05:00:00Z,1922,Day,,48104,"*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*
Installation of (2) Tesla Powerwall batteries in an existing home.",2023.0
42787,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T14:38:30Z,2023-12-06 22:07:09.210000+00:00,2024-09-09T16:26:29Z,2024-03-21T04:00:00Z,4,Rockland,,48108,Roof Mounted Solar Installation,2023.0
42790,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-12-24T10:54:30Z,2023-12-07 17:11:39.563000+00:00,2024-06-21T09:54:26Z,,2033,Hall,,48104,"Install 9.315 kW Solar, 23 panels",2023.0
42793,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:07Z,2023-12-07 18:16:12.583000+00:00,2024-09-03T15:27:55Z,2024-03-27T04:00:00Z,1705,David,,48105,Installing 12 roof mounted solar panels.,2023.0
42804,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T10:56:56Z,2023-12-08 21:22:48.130000+00:00,2024-07-16T14:04:32Z,2024-01-19T05:00:00Z,1634,Stadium,,48104,Wiring for solar on roof,2023.0
42805,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-22T14:00:31Z,2023-12-08 23:09:21.370000+00:00,2024-08-26T10:55:26Z,2024-05-08T04:00:00Z,310,Potter,,48103,6 kW PV Solar Panel Installation on Roof,2023.0
42806,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-12T15:27:24Z,2023-12-09 00:50:20.370000+00:00,2024-09-16T13:48:09Z,2024-05-08T04:00:00Z,552,Fifth,,48103,3.6 kW PV Solar Panel Installation on Roof,2023.0
42863,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:15Z,2023-12-13 19:14:51.253000+00:00,2024-08-26T13:45:57Z,2024-03-03T05:00:00Z,2161,Independence,,48104,"Installation of 11 solar panels on the existing roof of the home. Installation of (1) System controller, and (1) Enphase IQ 5p Battery.",2023.0
43273,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:15Z,2023-12-13 19:14:51.253000+00:00,2024-08-26T13:45:57Z,2024-03-03T05:00:00Z,2161,Independence,,48104,"Installation of 11 solar panels on the existing roof of the home. Installation of (1) System controller, and (1) Enphase IQ 5p Battery.",2023.0
43294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:54:57Z,2023-12-15 15:08:01.240000+00:00,2024-07-29T16:14:47Z,2024-01-31T05:00:00Z,2425,Darrow,,48104,**BATTERY INSTALLATION ONLY**  Furnish and install Tesla Powerwall with 13.5 kWh storage system with 10 circuits powered during an outage,2023.0
43320,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Paid,,2023-12-19 17:09:34.190000+00:00,,,2629,Sequoia,,48103,"Install 1 FranklinWH
A-Gate+13.6kWh Battery for existing solar system.",2023.0
43947,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:55:22Z,2023-12-28 21:22:09.577000+00:00,2024-09-03T14:05:50Z,2024-05-08T04:00:00Z,1906,Dunmore,,48103,4 kW PV Solar Panel Installation on Roof,2023.0
43951,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:55:04Z,2023-12-29 17:07:00.057000+00:00,2024-08-12T04:00:00Z,2024-02-13T05:00:00Z,1905,Linwood,,48103,Installing 20 roof mounted solar panels.,2023.0
44209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-22T14:01:07Z,2024-01-04 17:43:18.610000+00:00,2024-08-05T14:11:02Z,2024-02-17T05:00:00Z,2403,Yorkshire,,48104,"6 Panels = kW's: 2.43 kW DC
Rooftop",2024.0
44253,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-25T18:49:14Z,2024-01-09 16:33:12.610000+00:00,2024-08-12T14:00:21Z,2024-02-13T05:00:00Z,1216,Glen Leven,,48103,Installing 16 roof mounted solar panels.,2024.0
44256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:49:51Z,2024-01-09 21:50:30.037000+00:00,2024-09-30T15:15:32Z,2024-05-08T04:00:00Z,3252,Dunwoodie,,48105,3.60 kW PV Solar Panel Installation on Roof,2024.0
44489,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Void,,2024-01-16 19:02:22.750000+00:00,,,3874,Research Park,,48108,**VOIDED.  WORK INCLUDED IN BUILDING PERMIT BLDGC22-2102.  FEES TRANSFERRED TO ELEC24-0038.**  Installation of 414 panels with 3 line inverters.,2024.0
44540,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-02-01T10:13:17Z,2024-01-16 19:17:16.020000+00:00,2024-09-23T19:18:39Z,,3874,Research Park,,48108,Solar panel installation.  (Original Valuation = $0.  Adjusted based on voided BLDGC24-0014),2024.0
44598,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-01-26T18:50:03Z,2024-01-16 14:22:41.173000+00:00,2024-10-02T13:25:24Z,,1810,Sunrise,,48103,Installation of (5) solar panels on the existing roof of the house.,2024.0
44620,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:50:11Z,2024-01-17 19:33:01.623000+00:00,2024-09-30T16:44:04Z,2024-04-04T04:00:00Z,1301,Forest,,48104,"# of Panels: 17- 405-watt U series panels
Panel kW's: Sunpower 6.885kW system",2024.0
44900,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:50:11Z,2024-01-17 19:33:01.623000+00:00,2024-09-30T16:44:04Z,2024-04-04T04:00:00Z,1301,Forest,,48104,"# of Panels: 17- 405-watt U series panels
Panel kW's: Sunpower 6.885kW system",2024.0
44935,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-01T10:17:40Z,2024-01-19 17:46:27.413000+00:00,2024-09-09T13:56:07Z,2024-03-27T04:00:00Z,2872,Glazier,,48105,Installing 30 roof mounted solar panels.,2024.0
44936,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-12T18:36:04Z,2024-01-19 21:28:25.420000+00:00,2024-09-10T15:17:27Z,2024-04-25T04:00:00Z,718,Seventh,,48103,15 panel roof mounted solar array with battery backup,2024.0
45297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-01T10:17:50Z,2024-01-25 23:49:38.380000+00:00,2024-09-03T15:24:29Z,2024-05-08T04:00:00Z,3243,Dunwoodie,,48105,3.2 kW PV Solar Panel Installation on Roof,2024.0
45587,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2024-02-20T16:13:40Z,2024-02-02 18:45:01.460000+00:00,2024-09-23T13:20:25Z,,1519,Fuller,,48105,118.72 kW Roof Mount Array,2024.0
45653,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-02-20T16:12:30Z,2024-02-02 19:08:13.117000+00:00,2024-11-04T18:10:11Z,,1519,Fuller,,48105,118.72 Ground Mount Array,2024.0
45732,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-13T19:30:49Z,2024-02-05 19:27:08.233000+00:00,2024-09-04T21:14:16Z,2024-03-28T04:00:00Z,195,Kingsbrook,,48103,Installation of (2) home batteries and a surge arrestor.,2024.0
46249,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:34:39Z,2024-02-14 13:23:46.287000+00:00,2024-10-22T13:40:35Z,,2136,Amelia,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh Storage syatem with 12 circuits powered during and outage (no large 240v circuits).

Furnish and install 6 400-watt Q Cell solar panels to be connected to existing system",2024.0
46251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:12Z,2024-02-14 13:46:29.197000+00:00,2024-09-16T19:28:56Z,,1899,Upland,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits can be
powered by Powerwall during an outage. Added to existing 10Kw ground mounted solar panel system.",2024.0
46252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:33:21Z,2024-02-14 14:04:28.150000+00:00,2024-10-22T21:07:03Z,,1314,Algonac,,48103,Add Tesla Powerwall to existing PV system,2024.0
